feedback_id,client_id,house_id,transaction_id,feedback_date,rating,comments
112,825,517,150,2023-02-02,4,I had a pleasant experience with the transaction. Everything went smoothly.
113,590,395,1287,2023-02-02,5,"The house had some issues, but they were addressed promptly by the seller."
114,650,148,4293,2023-02-02,1,The house was in excellent condition and exceeded my expectations.
115,2212,833,1383,2023-02-02,3,"There were some delays, but the final result was worth the wait."
116,1687,399,3581,2023-02-03,1,"The process was a bit slow, but overall, I am satisfied with the outcome."
117,113,748,4562,2023-02-03,2,I found the perfect home for my family. Couldn't be happier!
118,2099,712,1154,2023-02-03,5,I found the perfect home for my family. Couldn't be happier!
119,1845,388,2017,2023-02-04,3,I found the perfect home for my family. Couldn't be happier!
120,581,211,3901,2023-02-04,2,The house was in excellent condition and exceeded my expectations.
121,177,472,961,2023-02-04,1,The property listing was accurate and met all my requirements.
122,485,354,1154,2023-02-04,3,The property listing was accurate and met all my requirements.
123,869,789,3272,2023-02-05,5,The house was in excellent condition and exceeded my expectations.
124,2760,22,2457,2023-02-05,3,The agent was very helpful and responsive. Highly recommended!
125,1482,329,1516,2023-02-05,4,The house was in excellent condition and exceeded my expectations.
126,694,908,1533,2023-02-06,2,The house was in excellent condition and exceeded my expectations.
127,1454,392,1125,2023-02-06,5,"The house had some issues, but they were addressed promptly by the seller."
128,2197,670,241,2023-02-06,2,The property listing was accurate and met all my requirements.
129,2763,465,4807,2023-02-06,4,"The house had some issues, but they were addressed promptly by the seller."
130,861,608,3984,2023-02-07,5,The house was in excellent condition and exceeded my expectations.
131,727,56,226,2023-02-07,4,"The negotiation process was tough, but we managed to reach an agreement."
132,1393,264,177,2023-02-07,3,"The house had some issues, but they were addressed promptly by the seller."
133,1014,589,3756,2023-02-08,2,The house was in excellent condition and exceeded my expectations.
134,2337,1000,4839,2023-02-08,3,"The negotiation process was tough, but we managed to reach an agreement."
135,2293,366,3828,2023-02-08,5,I found the perfect home for my family. Couldn't be happier!
136,2165,958,2478,2023-02-08,2,"The process was a bit slow, but overall, I am satisfied with the outcome."
137,1626,466,1468,2023-02-09,3,The agent was very helpful and responsive. Highly recommended!
138,350,754,1077,2023-02-09,2,I appreciate the transparency and professionalism throughout the transaction.
139,2133,184,3278,2023-02-09,5,"The negotiation process was tough, but we managed to reach an agreement."
140,1949,2,1806,2023-02-10,3,The house was in excellent condition and exceeded my expectations.
141,2525,996,1846,2023-02-10,2,The property listing was accurate and met all my requirements.
142,677,571,3213,2023-02-10,4,I had a pleasant experience with the transaction. Everything went smoothly.
143,2799,394,3034,2023-02-10,3,"The house had some issues, but they were addressed promptly by the seller."
144,1776,256,2107,2023-02-11,1,I appreciate the transparency and professionalism throughout the transaction.
145,1524,829,3719,2023-02-11,5,The property listing was accurate and met all my requirements.
146,1244,281,223,2023-02-11,1,"The house had some issues, but they were addressed promptly by the seller."
147,2693,449,2629,2023-02-12,4,The agent was very helpful and responsive. Highly recommended!
148,1717,277,4146,2023-02-12,2,The house was in excellent condition and exceeded my expectations.
149,156,443,3122,2023-02-12,2,The house was in excellent condition and exceeded my expectations.
150,75,587,662,2023-02-13,2,"The negotiation process was tough, but we managed to reach an agreement."
151,1777,897,4523,2023-02-13,2,I found the perfect home for my family. Couldn't be happier!
152,216,983,2635,2023-02-13,2,The agent was very helpful and responsive. Highly recommended!
153,2091,748,4904,2023-02-13,1,"There were some delays, but the final result was worth the wait."
154,2469,726,57,2023-02-14,3,"The process was a bit slow, but overall, I am satisfied with the outcome."
155,1207,260,4533,2023-02-14,1,I found the perfect home for my family. Couldn't be happier!
156,1086,89,1423,2023-02-14,4,"The process was a bit slow, but overall, I am satisfied with the outcome."
157,2783,95,2169,2023-02-15,5,The property listing was accurate and met all my requirements.
158,2794,589,1785,2023-02-15,3,I had a pleasant experience with the transaction. Everything went smoothly.
159,1084,795,3178,2023-02-15,2,The agent was very helpful and responsive. Highly recommended!
160,1370,620,3925,2023-02-15,5,The property listing was accurate and met all my requirements.
161,1175,842,4651,2023-02-16,1,The house was in excellent condition and exceeded my expectations.
162,923,700,1196,2023-02-16,5,I appreciate the transparency and professionalism throughout the transaction.
163,2021,77,2670,2023-02-16,4,"There were some delays, but the final result was worth the wait."
164,2238,431,666,2023-02-17,1,I found the perfect home for my family. Couldn't be happier!
165,2324,519,2955,2023-02-17,3,I appreciate the transparency and professionalism throughout the transaction.
166,2227,487,3334,2023-02-17,1,The property listing was accurate and met all my requirements.
167,1466,883,97,2023-02-17,1,The agent was very helpful and responsive. Highly recommended!
168,45,555,2964,2023-02-18,5,I found the perfect home for my family. Couldn't be happier!
169,8,719,2746,2023-02-18,4,"There were some delays, but the final result was worth the wait."
170,1590,305,3030,2023-02-18,3,The agent was very helpful and responsive. Highly recommended!
171,2534,244,220,2023-02-19,4,"There were some delays, but the final result was worth the wait."
172,2912,866,308,2023-02-19,2,I had a pleasant experience with the transaction. Everything went smoothly.
173,1984,862,428,2023-02-19,5,I had a pleasant experience with the transaction. Everything went smoothly.
174,820,812,193,2023-02-19,5,I appreciate the transparency and professionalism throughout the transaction.
175,2348,141,285,2023-02-20,5,"There were some delays, but the final result was worth the wait."
176,1356,83,3973,2023-02-20,5,The house was in excellent condition and exceeded my expectations.
177,1479,591,1305,2023-02-20,2,"There were some delays, but the final result was worth the wait."
178,2187,770,2840,2023-02-21,2,I had a pleasant experience with the transaction. Everything went smoothly.
179,2626,166,1325,2023-02-21,1,"There were some delays, but the final result was worth the wait."
180,593,145,4657,2023-02-21,3,"The negotiation process was tough, but we managed to reach an agreement."
181,2974,518,214,2023-02-21,2,"The house had some issues, but they were addressed promptly by the seller."
182,2092,223,288,2023-02-22,4,"The negotiation process was tough, but we managed to reach an agreement."
183,2582,629,4286,2023-02-22,1,I had a pleasant experience with the transaction. Everything went smoothly.
184,979,937,2154,2023-02-22,1,The agent was very helpful and responsive. Highly recommended!
185,2974,802,831,2023-02-23,4,I had a pleasant experience with the transaction. Everything went smoothly.
186,1813,953,1682,2023-02-23,2,The agent was very helpful and responsive. Highly recommended!
187,2888,124,3252,2023-02-23,1,The house was in excellent condition and exceeded my expectations.
188,371,571,2970,2023-02-23,2,"The negotiation process was tough, but we managed to reach an agreement."
189,2032,743,2316,2023-02-24,1,The property listing was accurate and met all my requirements.
190,1244,462,3819,2023-02-24,4,The house was in excellent condition and exceeded my expectations.
191,939,136,4549,2023-02-24,5,The agent was very helpful and responsive. Highly recommended!
192,725,90,1014,2023-02-25,1,I found the perfect home for my family. Couldn't be happier!
193,2735,363,960,2023-02-25,4,The house was in excellent condition and exceeded my expectations.
194,733,759,3338,2023-02-25,5,The property listing was accurate and met all my requirements.
195,1596,413,992,2023-02-25,2,"The process was a bit slow, but overall, I am satisfied with the outcome."
196,2779,423,4431,2023-02-26,2,The property listing was accurate and met all my requirements.
197,1,416,2139,2023-02-26,1,I appreciate the transparency and professionalism throughout the transaction.
198,2835,897,4375,2023-02-26,1,"The negotiation process was tough, but we managed to reach an agreement."
199,1501,139,1745,2023-02-27,5,"The house had some issues, but they were addressed promptly by the seller."
200,1584,135,1547,2023-02-27,1,The agent was very helpful and responsive. Highly recommended!
201,815,576,4055,2023-02-27,5,The property listing was accurate and met all my requirements.
202,918,444,3971,2023-02-28,4,"The house had some issues, but they were addressed promptly by the seller."
203,2049,749,578,2023-02-28,5,"The negotiation process was tough, but we managed to reach an agreement."
204,1990,203,284,2023-02-28,1,I had a pleasant experience with the transaction. Everything went smoothly.
205,1427,868,1652,2023-02-28,1,I had a pleasant experience with the transaction. Everything went smoothly.
206,871,539,281,2023-03-01,1,I appreciate the transparency and professionalism throughout the transaction.
207,2455,562,3535,2023-03-01,1,"There were some delays, but the final result was worth the wait."
208,1681,9,1734,2023-03-01,1,"The process was a bit slow, but overall, I am satisfied with the outcome."
209,1025,761,840,2023-03-02,1,"The process was a bit slow, but overall, I am satisfied with the outcome."
210,451,710,1226,2023-03-02,2,"The negotiation process was tough, but we managed to reach an agreement."
211,2277,848,290,2023-03-02,3,I appreciate the transparency and professionalism throughout the transaction.
212,2934,686,3442,2023-03-02,1,"The house had some issues, but they were addressed promptly by the seller."
213,914,669,979,2023-03-03,5,The house was in excellent condition and exceeded my expectations.
214,459,486,2953,2023-03-03,5,"The process was a bit slow, but overall, I am satisfied with the outcome."
215,815,820,3166,2023-03-03,4,The agent was very helpful and responsive. Highly recommended!
216,1730,147,3506,2023-03-04,2,"The house had some issues, but they were addressed promptly by the seller."
217,616,195,1181,2023-03-04,5,"The negotiation process was tough, but we managed to reach an agreement."
218,481,281,4365,2023-03-04,4,The agent was very helpful and responsive. Highly recommended!
219,2418,509,3868,2023-03-04,1,"The negotiation process was tough, but we managed to reach an agreement."
220,2326,45,1875,2023-03-05,3,I found the perfect home for my family. Couldn't be happier!
221,2539,843,2034,2023-03-05,5,I appreciate the transparency and professionalism throughout the transaction.
222,1508,571,220,2023-03-05,5,I had a pleasant experience with the transaction. Everything went smoothly.
223,959,732,4001,2023-03-06,5,"The negotiation process was tough, but we managed to reach an agreement."
224,2758,949,3445,2023-03-06,3,"The house had some issues, but they were addressed promptly by the seller."
225,2318,910,1660,2023-03-06,4,The agent was very helpful and responsive. Highly recommended!
226,2316,430,635,2023-03-06,2,"There were some delays, but the final result was worth the wait."
227,1890,724,4325,2023-03-07,5,I had a pleasant experience with the transaction. Everything went smoothly.
228,1728,180,1299,2023-03-07,3,I had a pleasant experience with the transaction. Everything went smoothly.
229,1167,317,4036,2023-03-07,1,"The negotiation process was tough, but we managed to reach an agreement."
230,1752,258,1243,2023-03-08,5,"There were some delays, but the final result was worth the wait."
231,314,706,2231,2023-03-08,5,"The house had some issues, but they were addressed promptly by the seller."
232,1844,495,1829,2023-03-08,1,"The house had some issues, but they were addressed promptly by the seller."
233,566,633,4724,2023-03-08,3,"The process was a bit slow, but overall, I am satisfied with the outcome."
234,1197,785,1119,2023-03-09,1,The agent was very helpful and responsive. Highly recommended!
235,325,308,4547,2023-03-09,1,I appreciate the transparency and professionalism throughout the transaction.
236,2314,182,32,2023-03-09,5,I had a pleasant experience with the transaction. Everything went smoothly.
237,257,517,1653,2023-03-10,3,The property listing was accurate and met all my requirements.
238,1679,539,2227,2023-03-10,5,The house was in excellent condition and exceeded my expectations.
239,1639,760,713,2023-03-10,5,I appreciate the transparency and professionalism throughout the transaction.
240,1432,760,4980,2023-03-10,1,"The house had some issues, but they were addressed promptly by the seller."
241,2404,319,2760,2023-03-11,4,The house was in excellent condition and exceeded my expectations.
242,764,302,3364,2023-03-11,3,"The house had some issues, but they were addressed promptly by the seller."
243,501,577,3485,2023-03-11,4,"There were some delays, but the final result was worth the wait."
244,86,222,623,2023-03-12,4,"The process was a bit slow, but overall, I am satisfied with the outcome."
245,1493,725,4626,2023-03-12,5,The property listing was accurate and met all my requirements.
246,215,924,2459,2023-03-12,4,"The house had some issues, but they were addressed promptly by the seller."
247,1279,517,1279,2023-03-13,4,"The negotiation process was tough, but we managed to reach an agreement."
248,554,353,1365,2023-03-13,4,The property listing was accurate and met all my requirements.
249,2969,48,1424,2023-03-13,1,I had a pleasant experience with the transaction. Everything went smoothly.
250,523,154,4217,2023-03-13,1,"There were some delays, but the final result was worth the wait."
251,1161,27,2466,2023-03-14,4,The agent was very helpful and responsive. Highly recommended!
252,305,963,2183,2023-03-14,5,"There were some delays, but the final result was worth the wait."
253,533,403,4884,2023-03-14,3,"The negotiation process was tough, but we managed to reach an agreement."
254,1104,953,2652,2023-03-15,1,"The house had some issues, but they were addressed promptly by the seller."
255,1021,598,1919,2023-03-15,4,"The house had some issues, but they were addressed promptly by the seller."
256,53,692,300,2023-03-15,4,I had a pleasant experience with the transaction. Everything went smoothly.
257,2937,118,3364,2023-03-15,2,I had a pleasant experience with the transaction. Everything went smoothly.
258,740,437,3286,2023-03-16,4,"The negotiation process was tough, but we managed to reach an agreement."
259,271,381,705,2023-03-16,2,I appreciate the transparency and professionalism throughout the transaction.
260,59,356,4130,2023-03-16,5,"There were some delays, but the final result was worth the wait."
261,2228,91,3604,2023-03-17,5,"There were some delays, but the final result was worth the wait."
262,1742,745,1602,2023-03-17,4,The house was in excellent condition and exceeded my expectations.
263,1705,159,3864,2023-03-17,1,"The negotiation process was tough, but we managed to reach an agreement."
264,862,646,3375,2023-03-17,5,"The house had some issues, but they were addressed promptly by the seller."
265,2540,741,1557,2023-03-18,1,"There were some delays, but the final result was worth the wait."
266,1594,965,3097,2023-03-18,4,"There were some delays, but the final result was worth the wait."
267,1926,382,976,2023-03-18,5,The property listing was accurate and met all my requirements.
268,2806,581,702,2023-03-19,4,"The negotiation process was tough, but we managed to reach an agreement."
269,1700,226,4352,2023-03-19,2,"There were some delays, but the final result was worth the wait."
270,1463,624,3733,2023-03-19,3,"The house had some issues, but they were addressed promptly by the seller."
271,1707,87,1616,2023-03-19,5,I had a pleasant experience with the transaction. Everything went smoothly.
272,2463,464,703,2023-03-20,5,I appreciate the transparency and professionalism throughout the transaction.
273,2303,509,1923,2023-03-20,3,"The process was a bit slow, but overall, I am satisfied with the outcome."
274,2962,486,286,2023-03-20,1,The agent was very helpful and responsive. Highly recommended!
275,1336,536,1005,2023-03-21,2,"The process was a bit slow, but overall, I am satisfied with the outcome."
276,1583,313,2277,2023-03-21,1,"There were some delays, but the final result was worth the wait."
277,1366,154,2818,2023-03-21,1,The house was in excellent condition and exceeded my expectations.
278,285,855,3088,2023-03-21,3,"The process was a bit slow, but overall, I am satisfied with the outcome."
279,386,873,1696,2023-03-22,5,The agent was very helpful and responsive. Highly recommended!
280,644,754,1213,2023-03-22,3,"The process was a bit slow, but overall, I am satisfied with the outcome."
281,2602,515,715,2023-03-22,1,I found the perfect home for my family. Couldn't be happier!
282,1177,365,3243,2023-03-23,1,I had a pleasant experience with the transaction. Everything went smoothly.
283,277,708,2657,2023-03-23,5,"The house had some issues, but they were addressed promptly by the seller."
284,339,123,541,2023-03-23,4,The property listing was accurate and met all my requirements.
285,843,408,3565,2023-03-23,1,I found the perfect home for my family. Couldn't be happier!
286,2594,859,3093,2023-03-24,3,The agent was very helpful and responsive. Highly recommended!
287,1021,870,4257,2023-03-24,5,The house was in excellent condition and exceeded my expectations.
288,1058,328,2932,2023-03-24,4,The property listing was accurate and met all my requirements.
289,1983,989,4168,2023-03-25,3,"The house had some issues, but they were addressed promptly by the seller."
290,559,897,4013,2023-03-25,3,"The negotiation process was tough, but we managed to reach an agreement."
291,425,809,4246,2023-03-25,3,"There were some delays, but the final result was worth the wait."
292,659,609,3591,2023-03-25,4,I appreciate the transparency and professionalism throughout the transaction.
293,1956,802,2229,2023-03-26,4,"There were some delays, but the final result was worth the wait."
294,2501,45,498,2023-03-26,4,I found the perfect home for my family. Couldn't be happier!
295,943,239,3229,2023-03-26,5,"The house had some issues, but they were addressed promptly by the seller."
296,2696,205,2808,2023-03-27,4,The property listing was accurate and met all my requirements.
297,1889,390,4976,2023-03-27,1,"The process was a bit slow, but overall, I am satisfied with the outcome."
298,2264,780,677,2023-03-27,4,I appreciate the transparency and professionalism throughout the transaction.
299,2990,473,4179,2023-03-28,3,"The process was a bit slow, but overall, I am satisfied with the outcome."
300,1789,424,4249,2023-03-28,4,The agent was very helpful and responsive. Highly recommended!
301,1986,401,4299,2023-03-28,3,"The process was a bit slow, but overall, I am satisfied with the outcome."
302,540,955,3300,2023-03-28,1,The house was in excellent condition and exceeded my expectations.
303,2795,915,2789,2023-03-29,5,"The house had some issues, but they were addressed promptly by the seller."
304,1012,56,804,2023-03-29,3,"The negotiation process was tough, but we managed to reach an agreement."
305,1120,942,1623,2023-03-29,2,I had a pleasant experience with the transaction. Everything went smoothly.
306,1390,854,4602,2023-03-30,3,I found the perfect home for my family. Couldn't be happier!
307,742,776,2447,2023-03-30,2,"The negotiation process was tough, but we managed to reach an agreement."
308,2128,231,2434,2023-03-30,4,"The negotiation process was tough, but we managed to reach an agreement."
309,2425,82,1834,2023-03-30,4,"The house had some issues, but they were addressed promptly by the seller."
310,377,607,4439,2023-03-31,5,"The house had some issues, but they were addressed promptly by the seller."
311,677,673,2175,2023-03-31,1,"The house had some issues, but they were addressed promptly by the seller."
312,421,288,1779,2023-03-31,1,"The house had some issues, but they were addressed promptly by the seller."
313,843,828,2243,2023-04-01,3,The property listing was accurate and met all my requirements.
314,381,62,2485,2023-04-01,1,"The negotiation process was tough, but we managed to reach an agreement."
315,2327,126,26,2023-04-01,5,I found the perfect home for my family. Couldn't be happier!
316,975,963,3976,2023-04-01,2,I had a pleasant experience with the transaction. Everything went smoothly.
317,170,615,1474,2023-04-02,5,I found the perfect home for my family. Couldn't be happier!
318,2745,894,3545,2023-04-02,2,"The negotiation process was tough, but we managed to reach an agreement."
319,109,975,3671,2023-04-02,4,The agent was very helpful and responsive. Highly recommended!
320,2568,336,1484,2023-04-03,2,"The house had some issues, but they were addressed promptly by the seller."
321,651,466,724,2023-04-03,5,The house was in excellent condition and exceeded my expectations.
322,1817,309,961,2023-04-03,2,I appreciate the transparency and professionalism throughout the transaction.
323,937,438,2273,2023-04-03,4,"The negotiation process was tough, but we managed to reach an agreement."
324,2489,71,3004,2023-04-04,5,I had a pleasant experience with the transaction. Everything went smoothly.
325,272,990,835,2023-04-04,5,I appreciate the transparency and professionalism throughout the transaction.
326,2178,428,2154,2023-04-04,5,"The house had some issues, but they were addressed promptly by the seller."
327,421,184,61,2023-04-05,4,The house was in excellent condition and exceeded my expectations.
328,420,595,1888,2023-04-05,4,The property listing was accurate and met all my requirements.
329,2331,348,4942,2023-04-05,3,The property listing was accurate and met all my requirements.
330,838,216,776,2023-04-05,3,I appreciate the transparency and professionalism throughout the transaction.
331,2789,105,4417,2023-04-06,1,"The negotiation process was tough, but we managed to reach an agreement."
332,2303,79,2827,2023-04-06,4,The house was in excellent condition and exceeded my expectations.
333,846,438,2635,2023-04-06,4,"The process was a bit slow, but overall, I am satisfied with the outcome."
334,932,829,120,2023-04-07,1,"There were some delays, but the final result was worth the wait."
335,305,612,275,2023-04-07,3,"The negotiation process was tough, but we managed to reach an agreement."
336,2580,396,3947,2023-04-07,2,I appreciate the transparency and professionalism throughout the transaction.
337,711,401,3146,2023-04-07,3,"The house had some issues, but they were addressed promptly by the seller."
338,1130,322,2642,2023-04-08,5,I had a pleasant experience with the transaction. Everything went smoothly.
339,2658,253,2609,2023-04-08,1,I appreciate the transparency and professionalism throughout the transaction.
340,2991,918,622,2023-04-08,3,"There were some delays, but the final result was worth the wait."
341,2693,298,880,2023-04-09,3,"The negotiation process was tough, but we managed to reach an agreement."
342,483,705,3753,2023-04-09,3,The agent was very helpful and responsive. Highly recommended!
